,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
261,Female,Disloyal Customer,22,Business travel,101.0,4,1,4,5,5,3,5,0.0,0.0,dissatisfied
262,Female,Loyal Customer,41,Business travel,101.0,3,3,3,3,4,4,2,0.0,3.0,satisfied
263,Male,Disloyal Customer,24,Business travel,101.0,0,0,0,5,5,5,5,0.0,-45.0,satisfied
264,Male,Disloyal Customer,33,Business travel,101.0,2,2,2,4,4,3,4,0.0,0.0,dissatisfied
265,Female,Loyal Customer,55,Personal Travel,101.0,1,3,1,2,3,3,2,0.0,0.0,dissatisfied
266,Female,Loyal Customer,57,Business travel,101.0,1,1,1,3,5,5,5,0.0,0.0,satisfied
267,Male,Loyal Customer,36,Business travel,101.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
268,Male,Loyal Customer,47,Business travel,101.0,2,3,3,3,1,2,3,0.0,0.0,dissatisfied
270,Male,Loyal Customer,47,Business travel,102.0,2,2,2,5,4,4,3,0.0,1.0,satisfied
271,Male,Loyal Customer,39,Business travel,102.0,0,5,0,2,5,5,3,6.0,4.0,satisfied
272,Male,Loyal Customer,60,Business travel,102.0,0,4,0,4,3,3,4,0.0,0.0,satisfied
273,Female,Disloyal Customer,44,Business travel,102.0,4,3,3,4,4,4,4,0.0,0.0,satisfied
274,Male,Disloyal Customer,36,Business travel,102.0,2,2,2,5,5,5,5,35.0,28.0,dissatisfied
275,Male,Loyal Customer,60,Business travel,102.0,1,1,5,2,5,5,3,0.0,0.0,satisfied
276,Female,Loyal Customer,34,Business travel,102.0,5,5,5,2,5,3,5,0.0,4.0,satisfied
277,Female,Loyal Customer,49,Business travel,102.0,4,4,4,5,3,5,4,0.0,0.0,satisfied
278,Female,Disloyal Customer,27,Business travel,102.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
279,Female,Loyal Customer,48,Business travel,102.0,3,3,3,5,4,4,3,0.0,0.0,satisfied
280,Male,Loyal Customer,11,Personal Travel,102.0,1,4,1,5,5,5,5,0.0,0.0,dissatisfied
281,Female,Loyal Customer,58,Business travel,102.0,2,2,2,4,5,4,4,0.0,0.0,satisfied
282,Male,Disloyal Customer,26,Business travel,102.0,0,0,0,4,4,5,4,0.0,0.0,satisfied
283,Female,Loyal Customer,55,Business travel,102.0,4,4,4,5,5,4,3,7.0,7.0,satisfied
284,Female,Loyal Customer,41,Business travel,102.0,5,5,5,3,5,4,5,0.0,0.0,satisfied
285,Male,Loyal Customer,69,Business travel,102.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
286,Female,Disloyal Customer,40,Business travel,102.0,3,3,3,5,5,2,5,26.0,33.0,dissatisfied
287,Male,Loyal Customer,24,Business travel,102.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
288,Female,Loyal Customer,41,Business travel,102.0,1,5,5,2,2,1,4,0.0,0.0,dissatisfied
289,Male,Loyal Customer,48,Business travel,102.0,0,4,0,5,2,2,3,0.0,0.0,satisfied
290,Female,Loyal Customer,47,Personal Travel,102.0,2,2,2,1,1,1,4,0.0,0.0,dissatisfied
291,Female,Loyal Customer,52,Business travel,102.0,5,5,5,3,5,5,4,26.0,21.0,satisfied
292,Female,Disloyal Customer,40,Business travel,102.0,4,4,4,2,2,5,2,5.0,4.0,dissatisfied
293,Female,Loyal Customer,22,Business travel,102.0,2,2,2,4,4,2,4,2.0,0.0,satisfied
294,Female,Disloyal Customer,22,Business travel,102.0,2,4,2,2,2,4,2,5.0,14.0,dissatisfied
295,Male,Loyal Customer,46,Business travel,102.0,1,1,1,5,4,4,3,101.0,98.0,satisfied
296,Male,Loyal Customer,43,Business travel,102.0,1,1,1,5,5,4,5,0.0,0.0,satisfied
297,Female,Loyal Customer,46,Business travel,102.0,2,2,2,3,5,4,3,0.0,0.0,satisfied
298,Male,Loyal Customer,63,Business travel,102.0,1,1,1,2,4,5,3,0.0,0.0,satisfied
299,Male,Loyal Customer,51,Business travel,102.0,1,1,1,3,5,4,5,0.0,0.0,satisfied
300,Female,Disloyal Customer,33,Business travel,102.0,1,1,1,2,2,4,2,8.0,43.0,dissatisfied
301,Female,Loyal Customer,42,Business travel,102.0,0,3,0,5,5,2,5,0.0,0.0,satisfied
302,Female,Loyal Customer,53,Business travel,102.0,1,1,1,2,4,4,3,0.0,1.0,satisfied
303,Female,Loyal Customer,35,Business travel,102.0,1,1,1,5,4,5,4,0.0,0.0,satisfied
305,Male,Loyal Customer,39,Business travel,102.0,2,2,2,4,5,5,2,9.0,5.0,satisfied
306,Female,Loyal Customer,74,Business travel,102.0,4,4,4,5,4,4,2,31.0,34.0,dissatisfied
307,Female,Loyal Customer,55,Business travel,102.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
308,Female,Loyal Customer,56,Business travel,102.0,5,4,5,3,4,4,4,34.0,31.0,satisfied
309,Female,Loyal Customer,43,Business travel,102.0,2,3,3,2,2,2,4,0.0,0.0,dissatisfied
310,Female,Loyal Customer,43,Business travel,102.0,2,2,2,4,5,5,4,0.0,0.0,satisfied
311,Male,Loyal Customer,47,Personal Travel,102.0,1,2,0,5,1,1,4,0.0,0.0,dissatisfied
312,Female,Loyal Customer,43,Business travel,102.0,3,3,3,3,4,5,3,39.0,48.0,satisfied
313,Female,Disloyal Customer,26,Business travel,102.0,3,3,3,4,4,4,4,0.0,0.0,dissatisfied
314,Female,Loyal Customer,59,Business travel,102.0,0,5,1,3,5,3,4,0.0,5.0,satisfied
315,Female,Loyal Customer,43,Business travel,102.0,4,4,4,4,5,4,4,140.0,156.0,satisfied
317,Male,Loyal Customer,55,Business travel,102.0,5,3,5,4,4,4,3,0.0,0.0,satisfied
318,Female,Loyal Customer,44,Business travel,102.0,5,5,5,5,4,5,3,0.0,0.0,satisfied
319,Male,Loyal Customer,33,Business travel,102.0,0,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
321,Female,Loyal Customer,33,Personal Travel,102.0,3,4,3,3,2,2,4,13.0,25.0,dissatisfied
322,Male,Disloyal Customer,35,Business travel,102.0,3,3,3,3,3,4,3,0.0,0.0,dissatisfied
323,Female,Loyal Customer,34,Business travel,106.0,4,4,4,3,4,5,5,0.0,3.0,satisfied
324,Female,Disloyal Customer,40,Business travel,106.0,5,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
325,Female,Loyal Customer,60,Business travel,106.0,5,5,5,5,4,4,4,2.0,2.0,satisfied
326,Male,Loyal Customer,36,Business travel,106.0,5,5,5,5,5,5,2,89.0,84.0,satisfied
327,Male,Loyal Customer,65,Business travel,106.0,2,4,4,1,1,2,4,0.0,0.0,dissatisfied
328,Male,Disloyal Customer,57,Business travel,106.0,4,4,4,3,3,4,3,0.0,0.0,satisfied
329,Male,Loyal Customer,60,Business travel,106.0,4,1,2,5,2,4,3,0.0,0.0,dissatisfied
330,Female,Loyal Customer,42,Business travel,106.0,4,4,4,4,5,4,4,0.0,0.0,satisfied
331,Male,Loyal Customer,13,Personal Travel,106.0,3,1,3,2,2,3,2,0.0,0.0,dissatisfied
332,Male,Loyal Customer,80,Business travel,106.0,4,4,4,5,4,5,5,0.0,0.0,satisfied
333,Male,Loyal Customer,37,Business travel,106.0,2,4,4,3,3,2,4,3.0,0.0,dissatisfied
334,Female,Loyal Customer,52,Business travel,106.0,1,1,1,2,5,3,3,0.0,0.0,satisfied
335,Female,Loyal Customer,48,Business travel,106.0,1,3,3,1,4,1,4,19.0,13.0,dissatisfied
336,Female,Loyal Customer,37,Business travel,106.0,2,2,2,4,5,4,2,0.0,0.0,satisfied
337,Male,Disloyal Customer,63,Business travel,106.0,3,4,4,3,3,5,3,0.0,0.0,dissatisfied
338,Male,Loyal Customer,51,Business travel,106.0,1,1,1,2,5,4,4,0.0,1.0,satisfied
339,Male,Loyal Customer,41,Business travel,106.0,0,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
340,Female,Loyal Customer,13,Personal Travel,106.0,3,5,0,3,3,4,3,0.0,0.0,dissatisfied
341,Male,Loyal Customer,37,Business travel,106.0,4,2,4,4,4,5,2,0.0,0.0,satisfied
342,Male,Loyal Customer,60,Personal Travel,106.0,4,4,4,4,2,4,3,0.0,0.0,satisfied
343,Male,Loyal Customer,40,Business travel,106.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
344,Female,Disloyal Customer,22,Business travel,107.0,4,0,3,3,3,5,3,0.0,0.0,satisfied
345,Male,Loyal Customer,48,Business travel,107.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
346,Female,Disloyal Customer,22,Business travel,107.0,3,2,3,4,4,4,4,1.0,0.0,dissatisfied
347,Female,Loyal Customer,39,Business travel,107.0,5,5,5,5,5,5,5,6.0,14.0,satisfied
348,Female,Loyal Customer,57,Business travel,107.0,2,2,2,4,4,3,2,0.0,0.0,satisfied
349,Male,Disloyal Customer,37,Business travel,108.0,5,5,5,3,3,5,3,0.0,5.0,satisfied
350,Female,Disloyal Customer,57,Business travel,108.0,3,3,3,4,4,4,4,0.0,0.0,dissatisfied
351,Male,Disloyal Customer,24,Business travel,108.0,0,4,0,4,4,5,4,0.0,-45.0,satisfied
352,Female,Loyal Customer,47,Business travel,108.0,5,3,5,3,4,4,5,20.0,20.0,satisfied
353,Female,Disloyal Customer,54,Business travel,108.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
354,Female,Loyal Customer,53,Business travel,108.0,0,5,0,2,4,4,4,0.0,0.0,satisfied
355,Female,Disloyal Customer,37,Business travel,108.0,5,5,5,2,2,5,2,0.0,0.0,satisfied
356,Male,Loyal Customer,41,Business travel,108.0,2,2,2,2,5,4,5,5.0,0.0,satisfied
357,Male,Loyal Customer,27,Business travel,108.0,5,5,5,4,4,1,4,0.0,28.0,satisfied
358,Male,Loyal Customer,70,Business travel,108.0,3,2,2,4,2,3,2,2.0,0.0,dissatisfied
359,Female,Disloyal Customer,40,Business travel,108.0,3,3,3,5,5,4,5,0.0,0.0,dissatisfied
360,Male,Disloyal Customer,27,Business travel,108.0,4,4,4,5,5,4,5,0.0,0.0,satisfied
361,Male,Loyal Customer,37,Business travel,108.0,2,2,4,3,5,5,3,0.0,0.0,satisfied
362,Male,Disloyal Customer,47,Business travel,108.0,2,2,2,3,3,5,3,0.0,0.0,dissatisfied
363,Female,Loyal Customer,45,Business travel,108.0,4,4,4,3,4,5,3,0.0,0.0,satisfied
364,Female,Loyal Customer,51,Business travel,108.0,1,2,2,5,2,1,2,0.0,0.0,dissatisfied
365,Female,Loyal Customer,59,Business travel,108.0,3,3,3,3,5,4,5,0.0,0.0,satisfied
366,Male,Loyal Customer,47,Business travel,108.0,1,1,1,5,5,4,3,0.0,0.0,satisfied
367,Male,Loyal Customer,36,Business travel,108.0,3,3,3,5,4,5,5,0.0,4.0,satisfied
368,Male,Loyal Customer,33,Business travel,109.0,3,3,3,4,4,4,4,0.0,1.0,satisfied
369,Male,Loyal Customer,70,Business travel,109.0,0,4,0,3,2,2,3,0.0,0.0,satisfied
370,Male,Disloyal Customer,33,Business travel,109.0,3,4,4,4,4,4,4,26.0,46.0,dissatisfied
371,Male,Loyal Customer,16,Personal Travel,109.0,2,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
372,Male,Loyal Customer,58,Business travel,109.0,2,2,2,3,5,5,3,0.0,0.0,satisfied
373,Female,Loyal Customer,38,Business travel,109.0,1,1,1,1,5,5,2,0.0,0.0,satisfied
374,Male,Loyal Customer,52,Business travel,109.0,2,2,2,1,4,4,2,0.0,0.0,satisfied
375,Female,Loyal Customer,52,Business travel,109.0,1,4,4,5,4,1,4,40.0,53.0,dissatisfied
376,Female,Loyal Customer,39,Business travel,109.0,0,5,0,3,4,2,5,0.0,0.0,satisfied
377,Female,Loyal Customer,46,Business travel,109.0,2,2,2,2,3,5,5,18.0,16.0,satisfied
378,Male,Loyal Customer,32,Business travel,109.0,0,4,0,4,4,1,4,0.0,0.0,satisfied
379,Female,Loyal Customer,35,Business travel,109.0,4,3,4,2,3,4,3,24.0,18.0,dissatisfied
380,Male,Loyal Customer,34,Business travel,109.0,4,4,4,3,4,5,2,0.0,0.0,satisfied
381,Male,Disloyal Customer,27,Business travel,109.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
382,Female,Disloyal Customer,40,Business travel,109.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
383,Male,Loyal Customer,75,Business travel,109.0,1,1,1,4,4,5,5,6.0,2.0,satisfied
384,Male,Loyal Customer,20,Personal Travel,109.0,4,4,4,4,5,1,4,0.0,0.0,dissatisfied
385,Female,Loyal Customer,19,Business travel,109.0,3,1,1,3,3,4,3,0.0,13.0,dissatisfied
386,Male,Loyal Customer,9,Personal Travel,1683.5360392191503,4,5,3,4,5,5,5,-2.0,13.0743375378899,dissatisfied
387,Female,Loyal Customer,61,Business travel,109.0,4,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
388,Female,Loyal Customer,40,Personal Travel,109.0,3,4,3,1,4,5,4,0.0,0.0,dissatisfied
389,Female,Loyal Customer,26,Personal Travel,109.0,1,2,1,5,5,4,5,0.0,0.0,dissatisfied
390,Female,Loyal Customer,34,Business travel,109.0,1,1,1,4,5,5,5,0.0,3.0,satisfied
391,Male,Loyal Customer,34,Business travel,109.0,5,3,5,4,4,5,5,22.0,25.0,satisfied
392,Male,Loyal Customer,59,Business travel,109.0,0,5,0,3,2,2,4,0.0,0.0,satisfied
393,Female,Loyal Customer,51,Business travel,109.0,5,5,5,3,4,5,5,122.0,121.0,satisfied
394,Female,Loyal Customer,57,Business travel,109.0,1,3,3,3,3,1,3,0.0,0.0,dissatisfied
395,Male,Loyal Customer,33,Business travel,109.0,3,3,3,4,4,3,4,0.0,0.0,satisfied
396,Male,Loyal Customer,41,Business travel,109.0,2,3,4,5,1,2,2,0.0,0.0,dissatisfied
397,Female,Loyal Customer,15,Personal Travel,109.0,3,5,3,4,4,4,4,111.0,110.0,dissatisfied
398,Male,Disloyal Customer,38,Business travel,109.0,4,4,4,4,4,4,4,3.0,4.0,dissatisfied
399,Female,Loyal Customer,42,Business travel,1683.5360392191503,2,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
400,Female,Disloyal Customer,50,Business travel,109.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
401,Male,Loyal Customer,10,Personal Travel,1683.5360392191503,4,5,3,4,3,1,3,-2.0,13.0743375378899,dissatisfied
402,Male,Loyal Customer,42,Business travel,109.0,0,5,0,5,4,4,4,9.0,8.0,satisfied
403,Male,Loyal Customer,30,Business travel,1683.5360392191503,1,1,3,4,5,5,5,10.0,13.0743375378899,satisfied
404,Female,Loyal Customer,50,Business travel,109.0,5,5,5,4,4,5,5,0.0,21.0,satisfied
405,Female,Loyal Customer,46,Business travel,109.0,0,4,0,1,3,3,2,0.0,0.0,satisfied
406,Male,Loyal Customer,45,Business travel,109.0,2,4,4,3,1,2,2,0.0,0.0,dissatisfied
407,Male,Disloyal Customer,39,Business travel,109.0,2,2,2,2,2,4,2,0.0,0.0,dissatisfied
408,Male,Loyal Customer,40,Business travel,109.0,2,2,2,3,4,5,5,0.0,0.0,satisfied
409,Female,Loyal Customer,71,Business travel,109.0,2,5,5,2,3,2,3,0.0,0.0,dissatisfied
410,Female,Loyal Customer,45,Business travel,109.0,0,4,0,5,4,4,2,20.0,39.0,satisfied
411,Female,Loyal Customer,41,Business travel,109.0,3,3,4,2,5,5,4,0.0,0.0,satisfied
412,Male,Loyal Customer,56,Business travel,109.0,3,3,3,5,5,5,5,0.0,0.0,satisfied
413,Female,Loyal Customer,51,Business travel,109.0,3,3,3,2,4,5,4,0.0,0.0,satisfied
414,Male,Loyal Customer,55,Business travel,109.0,0,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
415,Female,Loyal Customer,55,Business travel,109.0,0,4,0,5,5,5,3,0.0,10.0,satisfied
416,Female,Disloyal Customer,40,Business travel,109.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
417,Male,Loyal Customer,50,Business travel,109.0,2,2,2,3,4,5,2,0.0,0.0,satisfied
418,Male,Loyal Customer,43,Business travel,109.0,2,2,4,2,4,4,5,0.0,0.0,satisfied
419,Female,Loyal Customer,26,Business travel,109.0,5,5,3,4,4,4,4,6.0,0.0,satisfied
420,Male,Loyal Customer,56,Business travel,109.0,4,4,4,4,5,4,4,0.0,17.0,satisfied
421,Female,Loyal Customer,58,Business travel,109.0,2,1,1,3,1,2,2,0.0,0.0,dissatisfied
422,Male,Loyal Customer,50,Business travel,109.0,1,1,1,4,4,5,4,0.0,4.0,satisfied
423,Female,Disloyal Customer,19,Business travel,109.0,2,2,2,2,2,4,2,0.0,7.0,dissatisfied
424,Male,Loyal Customer,56,Business travel,109.0,1,1,1,5,4,5,5,0.0,0.0,satisfied
425,Female,Loyal Customer,37,Business travel,109.0,3,3,3,3,4,5,3,0.0,0.0,satisfied
426,Male,Loyal Customer,12,Personal Travel,109.0,3,4,0,3,3,4,3,0.0,0.0,dissatisfied
427,Female,Loyal Customer,25,Business travel,109.0,1,1,1,5,5,1,5,0.0,0.0,satisfied
428,Male,Loyal Customer,30,Business travel,1683.5360392191503,0,3,3,4,4,4,4,10.0,13.0743375378899,satisfied
429,Male,Loyal Customer,53,Business travel,109.0,5,2,5,4,5,5,3,0.0,0.0,satisfied
430,Female,Disloyal Customer,24,Business travel,110.0,5,5,5,5,5,5,5,0.0,-45.0,satisfied
431,Male,Loyal Customer,37,Business travel,110.0,4,4,4,5,4,4,4,1.0,0.0,satisfied
432,Female,Loyal Customer,26,Business travel,110.0,5,5,5,5,5,2,5,3.0,6.0,satisfied
434,Female,Loyal Customer,57,Business travel,110.0,3,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
435,Male,Loyal Customer,30,Business travel,1683.5360392191503,0,5,3,4,4,1,4,10.0,13.0743375378899,satisfied
436,Female,Loyal Customer,50,Business travel,110.0,2,2,2,4,4,3,4,0.0,1.0,satisfied
437,Male,Loyal Customer,30,Personal Travel,1683.5360392191503,5,4,3,4,5,3,5,10.0,13.0743375378899,satisfied
438,Female,Disloyal Customer,24,Business travel,110.0,4,5,4,2,2,5,2,4.0,-45.0,satisfied
439,Female,Loyal Customer,57,Business travel,110.0,5,5,5,4,5,5,3,1.0,0.0,satisfied
440,Male,Loyal Customer,42,Business travel,110.0,1,1,1,2,5,4,2,0.0,0.0,satisfied
441,Female,Loyal Customer,26,Business travel,110.0,2,2,2,4,4,5,4,0.0,0.0,satisfied
442,Female,Loyal Customer,59,Business travel,110.0,3,3,3,2,1,3,2,163.0,157.0,dissatisfied
443,Male,Loyal Customer,40,Business travel,110.0,2,2,2,1,4,5,3,0.0,0.0,satisfied
444,Male,Loyal Customer,58,Business travel,110.0,5,5,4,4,4,5,2,39.0,42.0,satisfied
445,Female,Loyal Customer,50,Business travel,110.0,5,3,5,2,3,4,2,22.0,24.0,satisfied
446,Male,Loyal Customer,33,Business travel,110.0,0,4,0,5,5,2,5,0.0,0.0,satisfied
447,Male,Loyal Customer,24,Business travel,110.0,2,4,2,4,4,5,4,1.0,-45.0,dissatisfied
448,Female,Loyal Customer,34,Business travel,110.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
449,Male,Loyal Customer,52,Business travel,110.0,0,3,0,5,1,1,4,0.0,6.0,satisfied
450,Male,Loyal Customer,54,Business travel,110.0,4,4,4,4,4,4,5,0.0,0.0,satisfied
451,Female,Loyal Customer,32,Business travel,110.0,2,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
452,Female,Disloyal Customer,22,Business travel,110.0,4,5,4,3,3,5,3,3.0,18.0,satisfied
453,Female,Loyal Customer,37,Business travel,110.0,3,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
455,Male,Disloyal Customer,27,Business travel,110.0,1,1,1,2,2,4,2,0.0,14.0,dissatisfied
456,Female,Loyal Customer,35,Business travel,110.0,5,5,5,1,4,3,2,0.0,0.0,satisfied
457,Female,Disloyal Customer,22,Business travel,112.0,5,0,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
458,Male,Loyal Customer,50,Business travel,112.0,2,2,2,3,4,3,2,0.0,8.0,satisfied
459,Male,Loyal Customer,62,Business travel,113.0,3,1,1,5,3,3,3,0.0,36.0,dissatisfied
460,Female,Disloyal Customer,38,Business travel,113.0,3,3,3,5,5,3,5,0.0,0.0,dissatisfied
461,Female,Loyal Customer,39,Business travel,113.0,5,5,5,4,5,5,5,0.0,0.0,satisfied
462,Male,Loyal Customer,46,Business travel,113.0,5,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
463,Female,Disloyal Customer,35,Business travel,113.0,1,1,1,3,3,4,3,0.0,0.0,dissatisfied
464,Female,Loyal Customer,46,Business travel,113.0,4,4,4,4,4,4,3,8.0,8.0,satisfied
465,Male,Disloyal Customer,27,Business travel,113.0,4,4,4,5,5,5,5,0.0,0.0,dissatisfied
466,Male,Loyal Customer,32,Business travel,113.0,4,4,4,4,4,5,4,0.0,0.0,satisfied
467,Male,Disloyal Customer,40,Business travel,113.0,1,1,1,3,3,5,3,22.0,20.0,dissatisfied
468,Male,Loyal Customer,43,Business travel,113.0,5,5,5,5,5,4,4,0.0,0.0,satisfied
469,Male,Disloyal Customer,47,Business travel,113.0,1,1,1,4,4,4,4,0.0,0.0,dissatisfied
470,Male,Disloyal Customer,55,Business travel,113.0,4,4,4,4,4,5,4,0.0,0.0,satisfied
471,Female,Disloyal Customer,25,Business travel,113.0,5,3,5,4,4,4,4,0.0,0.0,satisfied
472,Female,Loyal Customer,46,Business travel,113.0,3,3,3,4,5,4,5,0.0,0.0,satisfied
473,Male,Loyal Customer,60,Business travel,113.0,0,4,0,2,5,5,5,0.0,0.0,satisfied
474,Male,Loyal Customer,46,Business travel,113.0,3,3,3,3,5,5,3,9.0,3.0,satisfied
475,Male,Loyal Customer,40,Business travel,113.0,5,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
476,Female,Disloyal Customer,21,Business travel,113.0,5,0,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
477,Female,Disloyal Customer,26,Business travel,114.0,4,0,5,4,4,5,4,0.0,13.0,satisfied
478,Female,Loyal Customer,39,Business travel,114.0,1,4,4,3,3,1,3,0.0,43.0,dissatisfied
479,Male,Loyal Customer,35,Personal Travel,114.0,3,3,3,5,4,4,5,0.0,2.0,dissatisfied
480,Female,Loyal Customer,52,Business travel,114.0,4,1,4,5,5,5,2,0.0,0.0,satisfied
481,Male,Loyal Customer,50,Business travel,114.0,3,3,3,4,5,3,4,0.0,4.0,satisfied
482,Male,Loyal Customer,52,Business travel,114.0,4,4,4,2,4,5,2,0.0,0.0,satisfied
483,Male,Loyal Customer,36,Business travel,115.0,4,2,2,5,3,4,4,93.0,87.0,dissatisfied
484,Female,Loyal Customer,36,Business travel,115.0,2,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
485,Female,Loyal Customer,38,Business travel,115.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
486,Female,Loyal Customer,45,Business travel,115.0,5,5,5,5,5,4,5,16.0,28.0,satisfied
487,Male,Loyal Customer,59,Business travel,115.0,3,3,3,2,4,5,4,30.0,38.0,satisfied
488,Female,Loyal Customer,61,Business travel,116.0,0,4,0,4,2,2,4,14.0,10.0,satisfied
489,Male,Loyal Customer,30,Business travel,1683.5360392191503,0,5,3,4,2,4,2,10.0,13.0743375378899,satisfied
490,Male,Loyal Customer,63,Personal Travel,116.0,2,1,2,2,2,2,3,0.0,0.0,dissatisfied
491,Female,Loyal Customer,49,Business travel,116.0,4,4,4,2,4,5,4,0.0,2.0,satisfied
492,Male,Loyal Customer,44,Business travel,116.0,4,1,1,4,1,4,4,0.0,2.0,dissatisfied
493,Male,Loyal Customer,44,Business travel,116.0,3,3,3,4,5,5,4,16.0,25.0,satisfied
494,Female,Loyal Customer,58,Business travel,116.0,3,3,3,5,4,5,4,0.0,0.0,satisfied
495,Male,Loyal Customer,35,Business travel,116.0,3,3,3,2,5,4,3,0.0,0.0,satisfied
496,Female,Loyal Customer,63,Personal Travel,116.0,1,5,1,1,4,4,4,46.0,40.0,dissatisfied
497,Female,Loyal Customer,49,Business travel,116.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
498,Female,Loyal Customer,39,Business travel,116.0,4,1,1,1,3,4,3,0.0,0.0,dissatisfied
499,Male,Loyal Customer,60,Business travel,116.0,2,2,2,3,4,3,3,0.0,0.0,satisfied
500,Female,Loyal Customer,45,Business travel,116.0,2,1,1,5,4,2,2,0.0,8.0,dissatisfied
501,Female,Loyal Customer,46,Business travel,116.0,1,5,5,1,3,1,3,47.0,99.0,dissatisfied
502,Male,Loyal Customer,61,Business travel,118.0,3,3,3,2,5,4,5,4.0,0.0,satisfied
503,Female,Loyal Customer,56,Business travel,118.0,5,5,5,1,4,4,3,0.0,0.0,satisfied
504,Female,Loyal Customer,46,Personal Travel,119.0,4,0,4,5,4,4,3,13.0,32.0,dissatisfied
505,Male,Loyal Customer,41,Business travel,119.0,1,1,1,3,4,4,2,0.0,15.0,satisfied
506,Female,Loyal Customer,53,Business travel,119.0,4,1,5,4,4,4,2,47.0,42.0,dissatisfied
507,Male,Disloyal Customer,57,Business travel,119.0,1,1,1,2,2,5,2,0.0,13.0,dissatisfied
508,Female,Loyal Customer,63,Business travel,119.0,1,1,1,2,5,5,5,61.0,55.0,satisfied
509,Female,Loyal Customer,51,Business travel,119.0,5,5,5,2,5,4,5,0.0,4.0,satisfied
510,Female,Loyal Customer,40,Business travel,119.0,2,2,2,2,4,2,2,0.0,0.0,dissatisfied
511,Male,Loyal Customer,7,Personal Travel,1683.5360392191503,2,1,3,4,2,3,2,-2.0,13.0743375378899,dissatisfied
512,Female,Loyal Customer,39,Business travel,119.0,4,4,4,5,5,3,2,0.0,0.0,satisfied
513,Male,Loyal Customer,41,Business travel,119.0,3,3,3,1,4,3,2,0.0,0.0,satisfied
